(nanogpt) joy@joys-MacBook-Pro: ~/Git/nanogpt master $ python train.py config/train_shakespeare_char.py --device=mps --compile=False
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = mps
Overriding: compile = False
tokens per iteration will be: 16,384
found vocab_size = 65 (inside data/shakespeare_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 10.65M
/Users/joy/Git/nanogpt/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
/Users/joy/Git/nanogpt/.venv/lib/python3.10/site-packages/torch/cuda/amp/grad_scaler.py:31: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  super().__init__(
num decayed parameter tensors: 26, with 10,740,096 parameters
num non-decayed parameter tensors: 13, with 4,992 parameters
using fused AdamW: False
iter 3140: loss 0.9814, time 587.30ms, mfu 0.65%
iter 3150: loss 0.9946, time 550.82ms, mfu 0.65%
iter 3160: loss 1.0070, time 553.83ms, mfu 0.66%
iter 3170: loss 0.9641, time 554.49ms, mfu 0.66%
iter 3180: loss 0.9706, time 559.28ms, mfu 0.66%
iter 3190: loss 0.9968, time 551.35ms, mfu 0.66%
iter 3200: loss 0.9638, time 567.16ms, mfu 0.66%
iter 3210: loss 0.9557, time 553.06ms, mfu 0.66%
iter 3220: loss 0.9613, time 555.90ms, mfu 0.66%
iter 3230: loss 0.9523, time 591.99ms, mfu 0.66%
iter 3240: loss 0.9562, time 562.74ms, mfu 0.66%
step 3250: train loss 0.8219, val loss 1.5642
iter 3250: loss 0.9680, time 61113.40ms, mfu 0.59%
iter 3260: loss 0.9623, time 552.40ms, mfu 0.60%
iter 3270: loss 0.9694, time 555.11ms, mfu 0.61%
iter 3280: loss 0.9390, time 566.91ms, mfu 0.61%
iter 3290: loss 0.9451, time 571.65ms, mfu 0.62%
iter 3300: loss 0.9387, time 561.08ms, mfu 0.62%
iter 3310: loss 0.9505, time 556.56ms, mfu 0.63%
iter 3320: loss 0.9649, time 554.60ms, mfu 0.63%
iter 3330: loss 0.9489, time 555.67ms, mfu 0.64%
iter 3340: loss 0.9567, time 574.18ms, mfu 0.64%
iter 3350: loss 0.9552, time 577.13ms, mfu 0.64%
iter 3360: loss 0.9282, time 573.10ms, mfu 0.64%
iter 3370: loss 0.9546, time 550.64ms, mfu 0.64%
iter 3380: loss 0.9427, time 579.09ms, mfu 0.64%
iter 3390: loss 0.9493, time 558.22ms, mfu 0.65%
iter 3400: loss 0.9479, time 550.51ms, mfu 0.65%
iter 3410: loss 0.9438, time 551.02ms, mfu 0.65%
iter 3420: loss 0.9413, time 551.39ms, mfu 0.65%
iter 3430: loss 0.9474, time 553.22ms, mfu 0.66%
iter 3440: loss 0.9808, time 550.68ms, mfu 0.66%
iter 3450: loss 0.9484, time 560.33ms, mfu 0.66%
iter 3460: loss 0.9456, time 556.92ms, mfu 0.66%
iter 3470: loss 0.9408, time 552.82ms, mfu 0.66%
iter 3480: loss 0.9468, time 552.20ms, mfu 0.66%
iter 3490: loss 0.9103, time 552.38ms, mfu 0.66%
step 3500: train loss 0.7780, val loss 1.5853
iter 3500: loss 0.8998, time 60545.94ms, mfu 0.60%
iter 3510: loss 0.9167, time 559.43ms, mfu 0.60%
iter 3520: loss 0.9145, time 584.06ms, mfu 0.61%
iter 3530: loss 0.9529, time 559.87ms, mfu 0.61%
iter 3540: loss 0.9250, time 569.47ms, mfu 0.62%
iter 3550: loss 0.9246, time 567.12ms, mfu 0.62%
iter 3560: loss 0.9486, time 583.79ms, mfu 0.62%
iter 3570: loss 0.9310, time 570.02ms, mfu 0.63%
iter 3580: loss 0.9209, time 562.89ms, mfu 0.63%
iter 3590: loss 0.9182, time 583.81ms, mfu 0.63%
iter 3600: loss 0.9189, time 552.37ms, mfu 0.64%
iter 3610: loss 0.9026, time 557.82ms, mfu 0.64%
iter 3620: loss 0.9061, time 584.04ms, mfu 0.64%
iter 3630: loss 0.9213, time 567.75ms, mfu 0.64%
iter 3640: loss 0.9114, time 553.50ms, mfu 0.64%
iter 3650: loss 0.9123, time 562.76ms, mfu 0.65%
iter 3660: loss 0.9289, time 556.81ms, mfu 0.65%
iter 3670: loss 0.9360, time 551.90ms, mfu 0.65%
iter 3680: loss 0.9003, time 550.71ms, mfu 0.65%
iter 3690: loss 0.9381, time 550.55ms, mfu 0.66%
iter 3700: loss 0.8785, time 554.16ms, mfu 0.66%
iter 3710: loss 0.8792, time 735.75ms, mfu 0.64%
iter 3720: loss 0.8958, time 568.53ms, mfu 0.64%
iter 3730: loss 0.8997, time 572.88ms, mfu 0.64%
iter 3740: loss 0.9054, time 556.59ms, mfu 0.65%
step 3750: train loss 0.7368, val loss 1.6183
iter 3750: loss 0.9021, time 60755.24ms, mfu 0.58%
iter 3760: loss 0.9251, time 593.70ms, mfu 0.59%
iter 3770: loss 0.9395, time 552.88ms, mfu 0.60%
iter 3780: loss 0.9123, time 554.11ms, mfu 0.60%
iter 3790: loss 0.8925, time 568.16ms, mfu 0.61%
iter 3800: loss 0.9128, time 553.79ms, mfu 0.62%
iter 3810: loss 0.9110, time 554.58ms, mfu 0.62%
iter 3820: loss 0.8854, time 550.27ms, mfu 0.63%
iter 3830: loss 0.8966, time 601.90ms, mfu 0.63%
iter 3840: loss 0.8822, time 552.28ms, mfu 0.63%
iter 3850: loss 0.8828, time 581.16ms, mfu 0.63%
iter 3860: loss 0.8808, time 598.47ms, mfu 0.63%
iter 3870: loss 0.8886, time 577.07ms, mfu 0.63%
iter 3880: loss 0.8903, time 552.68ms, mfu 0.64%
iter 3890: loss 0.8935, time 550.96ms, mfu 0.64%
iter 3900: loss 0.8878, time 550.25ms, mfu 0.64%
iter 3910: loss 0.8816, time 550.94ms, mfu 0.65%
iter 3920: loss 0.8671, time 550.40ms, mfu 0.65%
iter 3930: loss 0.8911, time 554.49ms, mfu 0.65%
iter 3940: loss 0.8662, time 552.35ms, mfu 0.65%
iter 3950: loss 0.8783, time 551.06ms, mfu 0.66%
iter 3960: loss 0.9088, time 557.56ms, mfu 0.66%
iter 3970: loss 0.8843, time 562.52ms, mfu 0.66%
iter 3980: loss 0.9008, time 553.14ms, mfu 0.66%
iter 3990: loss 0.8789, time 553.08ms, mfu 0.66%
step 4000: train loss 0.7045, val loss 1.6444
iter 4000: loss 0.8580, time 59940.64ms, mfu 0.60%
iter 4010: loss 0.8759, time 552.83ms, mfu 0.60%
iter 4020: loss 0.8817, time 552.73ms, mfu 0.61%
iter 4030: loss 0.8721, time 552.66ms, mfu 0.62%
iter 4040: loss 0.8758, time 552.28ms, mfu 0.62%
iter 4050: loss 0.8701, time 555.58ms, mfu 0.63%
iter 4060: loss 0.8658, time 553.41ms, mfu 0.63%
iter 4070: loss 0.8524, time 556.93ms, mfu 0.64%
iter 4080: loss 0.8742, time 551.87ms, mfu 0.64%
iter 4090: loss 0.8462, time 551.60ms, mfu 0.64%
iter 4100: loss 0.9037, time 556.13ms, mfu 0.65%
iter 4110: loss 0.8640, time 551.20ms, mfu 0.65%
iter 4120: loss 0.8721, time 553.17ms, mfu 0.65%
iter 4130: loss 0.8552, time 551.65ms, mfu 0.65%
iter 4140: loss 0.8763, time 551.63ms, mfu 0.66%
iter 4150: loss 0.8637, time 608.17ms, mfu 0.65%
iter 4160: loss 0.8551, time 564.73ms, mfu 0.65%
iter 4170: loss 0.8603, time 568.14ms, mfu 0.65%
iter 4180: loss 0.8700, time 568.43ms, mfu 0.65%
iter 4190: loss 0.8653, time 560.12ms, mfu 0.65%
iter 4200: loss 0.8501, time 552.84ms, mfu 0.66%
iter 4210: loss 0.8679, time 552.76ms, mfu 0.66%
iter 4220: loss 0.8470, time 555.54ms, mfu 0.66%
iter 4230: loss 0.8722, time 580.37ms, mfu 0.66%
iter 4240: loss 0.8709, time 551.26ms, mfu 0.66%
step 4250: train loss 0.6743, val loss 1.6698
iter 4250: loss 0.8674, time 59874.05ms, mfu 0.59%
iter 4260: loss 0.8580, time 590.89ms, mfu 0.60%
iter 4270: loss 0.8644, time 551.39ms, mfu 0.61%
iter 4280: loss 0.8579, time 580.91ms, mfu 0.61%
iter 4290: loss 0.8340, time 553.86ms, mfu 0.62%
iter 4300: loss 0.8293, time 573.93ms, mfu 0.62%
iter 4310: loss 0.8450, time 561.27ms, mfu 0.62%
iter 4320: loss 0.8334, time 563.44ms, mfu 0.63%
iter 4330: loss 0.8635, time 553.09ms, mfu 0.63%
iter 4340: loss 0.8251, time 554.02ms, mfu 0.64%
iter 4350: loss 0.8365, time 554.18ms, mfu 0.64%
iter 4360: loss 0.8634, time 570.05ms, mfu 0.64%
iter 4370: loss 0.8567, time 558.30ms, mfu 0.64%
iter 4380: loss 0.8359, time 553.08ms, mfu 0.65%
iter 4390: loss 0.8612, time 564.71ms, mfu 0.65%
iter 4400: loss 0.8479, time 556.34ms, mfu 0.65%
iter 4410: loss 0.8562, time 576.80ms, mfu 0.65%
iter 4420: loss 0.8572, time 554.03ms, mfu 0.65%
iter 4430: loss 0.8468, time 552.59ms, mfu 0.65%
iter 4440: loss 0.8379, time 554.79ms, mfu 0.66%
iter 4450: loss 0.8406, time 551.95ms, mfu 0.66%
iter 4460: loss 0.8288, time 555.85ms, mfu 0.66%
iter 4470: loss 0.8431, time 555.44ms, mfu 0.66%
iter 4480: loss 0.8269, time 557.09ms, mfu 0.66%
iter 4490: loss 0.8412, time 552.76ms, mfu 0.66%
step 4500: train loss 0.6496, val loss 1.6873
iter 4500: loss 0.8562, time 59597.19ms, mfu 0.60%
iter 4510: loss 0.8540, time 551.79ms, mfu 0.60%
iter 4520: loss 0.8305, time 551.16ms, mfu 0.61%
iter 4530: loss 0.8404, time 553.55ms, mfu 0.62%
iter 4540: loss 0.8486, time 554.71ms, mfu 0.62%
iter 4550: loss 0.8729, time 551.87ms, mfu 0.63%
iter 4560: loss 0.8313, time 550.89ms, mfu 0.63%
iter 4570: loss 0.8515, time 550.69ms, mfu 0.64%
iter 4580: loss 0.8507, time 551.00ms, mfu 0.64%
iter 4590: loss 0.8546, time 550.87ms, mfu 0.64%
iter 4600: loss 0.8130, time 578.88ms, mfu 0.64%
iter 4610: loss 0.8603, time 551.02ms, mfu 0.65%
iter 4620: loss 0.8271, time 571.28ms, mfu 0.65%
iter 4630: loss 0.8319, time 551.62ms, mfu 0.65%
iter 4640: loss 0.8427, time 550.56ms, mfu 0.65%
iter 4650: loss 0.8575, time 550.83ms, mfu 0.66%
iter 4660: loss 0.8414, time 555.48ms, mfu 0.66%
iter 4670: loss 0.8383, time 561.77ms, mfu 0.66%
iter 4680: loss 0.8489, time 550.30ms, mfu 0.66%
iter 4690: loss 0.8410, time 548.49ms, mfu 0.66%
iter 4700: loss 0.8177, time 551.16ms, mfu 0.66%
iter 4710: loss 0.7891, time 571.76ms, mfu 0.66%
iter 4720: loss 0.8309, time 557.57ms, mfu 0.66%
iter 4730: loss 0.8157, time 553.65ms, mfu 0.66%
iter 4740: loss 0.8275, time 556.22ms, mfu 0.66%
step 4750: train loss 0.6327, val loss 1.7004
iter 4750: loss 0.7980, time 60506.04ms, mfu 0.60%
iter 4760: loss 0.8193, time 571.77ms, mfu 0.60%
iter 4770: loss 0.7935, time 624.37ms, mfu 0.60%
iter 4780: loss 0.8026, time 611.92ms, mfu 0.60%
iter 4790: loss 0.8359, time 585.08ms, mfu 0.61%
iter 4800: loss 0.8144, time 553.82ms, mfu 0.61%
iter 4810: loss 0.8413, time 560.76ms, mfu 0.62%
iter 4820: loss 0.8171, time 554.46ms, mfu 0.62%
iter 4830: loss 0.8189, time 569.43ms, mfu 0.63%
iter 4840: loss 0.8244, time 552.43ms, mfu 0.63%
iter 4850: loss 0.8167, time 553.35ms, mfu 0.64%
iter 4860: loss 0.8123, time 551.98ms, mfu 0.64%
iter 4870: loss 0.8061, time 553.16ms, mfu 0.64%
iter 4880: loss 0.8305, time 558.10ms, mfu 0.65%
iter 4890: loss 0.8093, time 588.36ms, mfu 0.64%
iter 4900: loss 0.7943, time 558.60ms, mfu 0.65%
iter 4910: loss 0.8294, time 553.56ms, mfu 0.65%
iter 4920: loss 0.8156, time 552.99ms, mfu 0.65%
iter 4930: loss 0.8030, time 553.00ms, mfu 0.65%
iter 4940: loss 0.8014, time 583.77ms, mfu 0.65%
iter 4950: loss 0.8292, time 553.07ms, mfu 0.65%
iter 4960: loss 0.8165, time 553.25ms, mfu 0.66%
iter 4970: loss 0.7877, time 552.83ms, mfu 0.66%
iter 4980: loss 0.7897, time 564.08ms, mfu 0.66%
iter 4990: loss 0.8233, time 567.31ms, mfu 0.66%
step 5000: train loss 0.6181, val loss 1.7159
iter 5000: loss 0.8124, time 60173.54ms, mfu 0.59%
